"Date","Region","Hospitalised","In ICU","Home Isolation","Healed","Dead","Tests","People Tested","ICU Entries","Swab Test Positive","Antigenic Test Positive","Swab Tests","Antigenic Tests"
2020-02-29,"Marche",6,2,3,0,0,68,NA,NA,11,NA,68,NA
2020-02-29,"Molise",0,0,0,0,0,0,NA,NA,0,NA,0,NA
2020-02-29,"Bolzano",1,0,0,0,0,16,NA,NA,1,NA,16,NA
2020-02-29,"Trento",0,0,0,0,0,43,NA,NA,0,NA,43,NA
2020-02-29,"Piemonte",7,0,4,0,0,308,NA,NA,11,NA,308,NA
2020-02-29,"Puglia",1,0,2,0,0,252,NA,NA,3,NA,252,NA
2020-02-29,"Sardegna",0,0,0,0,0,1,NA,NA,0,NA,1,NA
2020-02-29,"Sicilia",1,0,1,2,0,6,NA,NA,4,NA,6,NA
2020-02-29,"Toscana",7,0,3,1,0,531,NA,NA,11,NA,531,NA
2020-02-29,"Umbria",0,0,0,0,0,31,NA,NA,0,NA,31,NA
2020-02-29,"Valle d'Aosta",0,0,0,0,0,9,NA,NA,0,NA,9,NA
2020-02-29,"Veneto",24,11,154,0,2,8659,NA,NA,191,NA,8659,NA
2020-03-01,"Abruzzo",3,0,2,0,0,52,NA,NA,5,NA,52,NA
2020-03-01,"Basilicata",0,0,0,0,0,39,NA,NA,0,NA,39,NA
2020-03-01,"Calabria",0,0,1,0,0,35,NA,NA,1,NA,35,NA
2020-03-01,"Campania",4,0,13,0,0,373,NA,NA,17,NA,373,NA
2020-03-01,"Emilia Romagna",127,13,137,0,8,1795,NA,NA,285,NA,1795,NA
2020-03-01,"Friuli V.G.",0,0,6,0,0,243,NA,NA,6,NA,243,NA
2020-03-01,"Lazio",3,0,0,3,0,724,NA,NA,6,NA,724,NA
2020-03-01,"Liguria",12,1,8,4,0,121,NA,NA,25,NA,121,NA
2020-03-01,"Lombardia",406,106,375,73,24,6879,NA,NA,984,NA,6879,NA
2020-03-01,"Marche",12,5,8,0,0,101,NA,NA,25,NA,101,NA
2020-03-01,"Molise",0,0,0,0,0,6,NA,NA,0,NA,6,NA
2020-03-01,"Bolzano",1,0,0,0,0,20,NA,NA,1,NA,20,NA
2020-03-01,"Trento",0,0,0,0,0,122,NA,NA,0,NA,122,NA
2020-03-01,"Piemonte",11,2,36,0,0,362,NA,NA,49,NA,362,NA
2020-03-01,"Puglia",1,0,2,0,0,262,NA,NA,3,NA,262,NA
2020-03-01,"Sardegna",0,0,0,0,0,29,NA,NA,0,NA,29,NA
2020-03-01,"Sicilia",1,0,6,2,0,291,NA,NA,9,NA,291,NA
2020-03-01,"Toscana",7,0,5,1,0,572,NA,NA,13,NA,572,NA
2020-03-01,"Umbria",0,0,2,0,0,35,NA,NA,2,NA,35,NA
2020-03-01,"Valle d'Aosta",0,0,0,0,0,10,NA,NA,0,NA,10,NA
2020-03-01,"Veneto",51,13,197,0,2,9056,NA,NA,263,NA,9056,NA
2020-03-02,"Abruzzo",3,0,2,0,0,52,NA,NA,5,NA,52,NA
2020-03-02,"Basilicata",0,0,0,0,0,39,NA,NA,0,NA,39,NA
2020-03-02,"Calabria",0,0,1,0,0,39,NA,NA,1,NA,39,NA
2020-03-02,"Campania",4,0,13,0,0,373,NA,NA,17,NA,373,NA
2020-03-02,"Emilia Romagna",148,16,160,0,11,1973,NA,NA,335,NA,1973,NA
2020-03-02,"Friuli V.G.",0,0,9,0,0,269,NA,NA,9,NA,269,NA
2020-03-02,"Lazio",3,0,1,3,0,773,NA,NA,7,NA,773,NA
2020-03-02,"Liguria",12,1,5,4,0,121,NA,NA,22,NA,121,NA
2020-03-02,"Lombardia",478,127,472,139,38,7925,NA,NA,1254,NA,7925,NA
2020-03-02,"Marche",17,6,11,0,1,137,NA,NA,35,NA,137,NA
2020-03-02,"Molise",0,0,0,0,0,13,NA,NA,0,NA,13,NA
2020-03-02,"Bolzano",1,0,0,0,0,20,NA,NA,1,NA,20,NA
2020-03-02,"Trento",0,0,0,0,0,122,NA,NA,0,NA,122,NA
2020-03-02,"Piemonte",12,2,37,0,0,434,NA,NA,51,NA,434,NA
2020-03-02,"Puglia",2,0,2,0,0,278,NA,NA,4,NA,278,NA
2020-03-02,"Sardegna",0,0,0,0,0,29,NA,NA,0,NA,29,NA
2020-03-02,"Sicilia",2,0,3,2,0,307,NA,NA,7,NA,307,NA
2020-03-02,"Toscana",7,0,5,1,0,613,NA,NA,13,NA,613,NA
2020-03-02,"Umbria",0,0,2,0,0,35,NA,NA,2,NA,35,NA
2020-03-02,"Valle d'Aosta",0,0,0,0,0,11,NA,NA,0,NA,11,NA
2020-03-02,"Veneto",53,14,204,0,2,9782,NA,NA,273,NA,9782,NA
2020-03-03,"Abruzzo",5,0,1,0,0,52,NA,NA,6,NA,52,NA
2020-03-03,"Basilicata",0,0,1,0,0,42,NA,NA,1,NA,42,NA
2020-03-03,"Calabria",0,0,1,0,0,39,NA,NA,1,NA,39,NA
2020-03-03,"Campania",11,0,19,0,0,405,NA,NA,30,NA,405,NA
2020-03-03,"Emilia Romagna",187,24,187,4,18,2012,NA,NA,420,NA,2012,NA
2020-03-03,"Friuli V.G.",1,0,12,0,0,354,NA,NA,13,NA,354,NA
2020-03-03,"Lazio",10,0,1,3,0,877,NA,NA,14,NA,877,NA
2020-03-03,"Liguria",12,2,5,4,1,121,NA,NA,24,NA,121,NA
2020-03-03,"Lombardia",698,167,461,139,55,9577,NA,NA,1520,NA,9577,NA
2020-03-03,"Marche",27,13,19,0,2,200,NA,NA,61,NA,200,NA
2020-03-03,"Molise",3,0,0,0,0,13,NA,NA,3,NA,13,NA
2020-03-03,"Bolzano",1,0,0,0,0,20,NA,NA,1,NA,20,NA
2020-03-03,"Trento",1,0,3,0,0,122,NA,NA,4,NA,122,NA
2020-03-03,"Piemonte",13,3,40,0,0,458,NA,NA,56,NA,458,NA
2020-03-03,"Puglia",2,0,4,0,0,298,NA,NA,6,NA,298,NA
2020-03-03,"Sardegna",1,0,0,0,0,29,NA,NA,1,NA,29,NA
2020-03-03,"Sicilia",2,0,3,2,0,307,NA,NA,7,NA,307,NA
2020-03-03,"Toscana",10,0,8,1,0,697,NA,NA,19,NA,697,NA
2020-03-03,"Umbria",1,1,6,0,0,45,NA,NA,8,NA,45,NA
2020-03-03,"Valle d'Aosta",0,0,0,0,0,12,NA,NA,0,NA,12,NA
2020-03-03,"Veneto",49,19,229,7,3,10176,NA,NA,307,NA,10176,NA
2020-03-04,"Abruzzo",7,0,0,0,0,85,NA,NA,7,NA,85,NA
2020-03-04,"Basilicata",0,0,1,0,0,48,NA,NA,1,NA,48,NA
2020-03-04,"Calabria",0,0,1,0,0,46,NA,NA,1,NA,46,NA
2020-03-04,"Campania",11,0,20,0,0,429,NA,NA,31,NA,429,NA
2020-03-04,"Emilia Romagna",256,26,234,6,22,2500,NA,NA,544,NA,2500,NA
2020-03-04,"Friuli V.G.",3,0,15,0,0,376,NA,NA,18,NA,376,NA
2020-03-04,"Lazio",15,3,9,3,0,995,NA,NA,30,NA,995,NA
2020-03-04,"Liguria",10,3,8,4,1,133,NA,NA,26,NA,133,NA
2020-03-04,"Lombardia",877,209,411,250,73,12138,NA,NA,1820,NA,12138,NA
2020-03-04,"Marche",34,15,31,0,4,288,NA,NA,84,NA,288,NA
2020-03-04,"Molise",3,0,0,0,0,19,NA,NA,3,NA,19,NA
2020-03-04,"Bolzano",1,0,0,0,0,20,NA,NA,1,NA,20,NA
2020-03-04,"Trento",1,0,4,0,0,122,NA,NA,5,NA,122,NA
2020-03-04,"Piemonte",26,13,43,0,0,543,NA,NA,82,NA,543,NA
2020-03-04,"Puglia",4,0,3,1,1,322,NA,NA,9,NA,322,NA
2020-03-04,"Sardegna",1,0,1,0,0,42,NA,NA,2,NA,42,NA
2020-03-04,"Sicilia",5,0,11,2,0,367,NA,NA,18,NA,367,NA
2020-03-04,"Toscana",15,2,20,1,0,776,NA,NA,38,NA,776,NA
2020-03-04,"Umbria",1,1,7,0,0,58,NA,NA,9,NA,58,NA
2020-03-04,"Valle d'Aosta",0,0,0,0,0,15,NA,NA,0,NA,15,NA
2020-03-04,"Veneto",76,23,246,9,6,10515,NA,NA,360,NA,10515,NA
2020-03-05,"Abruzzo",8,0,0,0,0,96,NA,NA,8,NA,96,NA
2020-03-05,"Basilicata",0,0,1,0,0,54,NA,NA,1,NA,54,NA
2020-03-05,"Calabria",1,0,1,0,0,53,NA,NA,2,NA,53,NA
2020-03-05,"Campania",12,0,33,0,0,471,NA,NA,45,NA,471,NA
2020-03-05,"Emilia Romagna",327,32,299,10,30,2884,NA,NA,698,NA,2884,NA
2020-03-05,"Friuli V.G.",4,0,17,0,0,397,NA,NA,21,NA,397,NA
2020-03-05,"Lazio",20,7,14,3,0,1175,NA,NA,44,NA,1175,NA
2020-03-05,"Liguria",11,3,7,4,3,146,NA,NA,28,NA,146,NA
2020-03-05,"Lombardia",1169,244,364,376,98,12354,NA,NA,2251,NA,12354,NA
2020-03-05,"Marche",57,19,44,0,4,413,NA,NA,124,NA,413,NA
2020-03-05,"Molise",4,0,3,0,0,24,NA,NA,7,NA,24,NA
2020-03-05,"Bolzano",1,0,0,0,0,20,NA,NA,1,NA,20,NA
2020-03-05,"Trento",2,0,5,0,0,122,NA,NA,7,NA,122,NA
2020-03-05,"Piemonte",43,17,46,0,2,543,NA,NA,108,NA,543,NA
2020-03-05,"Puglia",5,1,6,1,1,359,NA,NA,14,NA,359,NA
2020-03-05,"Sardegna",2,0,0,0,0,50,NA,NA,2,NA,50,NA
2020-03-05,"Sicilia",5,0,11,2,0,367,NA,NA,18,NA,367,NA
2020-03-05,"Toscana",26,3,31,1,0,776,NA,NA,61,NA,776,NA
2020-03-05,"Umbria",1,1,7,0,0,88,NA,NA,9,NA,88,NA
2020-03-05,"Valle d'Aosta",0,0,2,0,0,21,NA,NA,2,NA,21,NA
2020-03-05,"Veneto",92,24,264,17,10,11949,NA,NA,407,NA,11949,NA
2020-03-06,"Abruzzo",9,0,0,0,0,96,NA,NA,9,NA,96,NA
2020-03-06,"Basilicata",1,0,2,0,0,63,NA,NA,3,NA,63,NA
2020-03-06,"Calabria",2,0,2,0,0,99,NA,NA,4,NA,99,NA
2020-03-06,"Campania",12,0,45,0,0,471,NA,NA,57,NA,471,NA
2020-03-06,"Emilia Romagna",397,53,366,17,37,3136,NA,NA,870,NA,3136,NA
2020-03-06,"Friuli V.G.",4,0,24,3,0,577,NA,NA,31,NA,577,NA
2020-03-06,"Lazio",26,8,16,3,1,1373,NA,NA,54,NA,1373,NA
2020-03-06,"Liguria",12,5,7,5,3,229,NA,NA,32,NA,229,NA
2020-03-06,"Lombardia",1622,309,77,469,135,13556,NA,NA,2612,NA,13556,NA
2020-03-06,"Marche",73,20,62,0,4,585,NA,NA,159,NA,585,NA
2020-03-06,"Molise",3,2,7,0,0,104,NA,NA,12,NA,104,NA
2020-03-06,"Bolzano",4,0,0,0,0,36,NA,NA,4,NA,36,NA
2020-03-06,"Trento",4,0,6,0,0,122,NA,NA,10,NA,122,NA
2020-03-06,"Piemonte",57,30,52,0,4,793,NA,NA,143,NA,793,NA
2020-03-06,"Puglia",5,1,9,1,1,395,NA,NA,17,NA,395,NA
2020-03-06,"Sardegna",2,0,3,0,0,99,NA,NA,5,NA,99,NA
2020-03-06,"Sicilia",7,0,15,2,0,367,NA,NA,24,NA,367,NA
2020-03-06,"Toscana",35,5,38,1,0,1097,NA,NA,79,NA,1097,NA
2020-03-06,"Umbria",2,2,12,0,0,110,NA,NA,16,NA,110,NA
2020-03-06,"Valle d'Aosta",0,0,7,0,0,28,NA,NA,7,NA,28,NA
2020-03-06,"Veneto",117,27,310,22,12,13023,NA,NA,488,NA,13023,NA
2020-03-07,"Abruzzo",11,0,0,0,0,123,NA,NA,11,NA,123,NA
2020-03-07,"Basilicata",1,0,2,0,0,75,NA,NA,3,NA,75,NA
2020-03-07,"Calabria",2,0,2,0,0,113,NA,NA,4,NA,113,NA
2020-03-07,"Campania",16,0,45,0,0,612,NA,NA,61,NA,612,NA
2020-03-07,"Emilia Romagna",464,64,409,25,48,3604,NA,NA,1010,NA,3604,NA
2020-03-07,"Friuli V.G.",7,1,31,3,0,577,NA,NA,42,NA,577,NA
2020-03-07,"Lazio",43,8,21,3,1,1582,NA,NA,76,NA,1582,NA
2020-03-07,"Liguria",26,6,10,5,4,331,NA,NA,51,NA,331,NA
2020-03-07,"Lombardia",1661,359,722,524,154,15778,NA,NA,3420,NA,15778,NA
2020-03-07,"Marche",94,36,71,0,6,816,NA,NA,207,NA,816,NA
2020-03-07,"Molise",3,2,9,0,0,112,NA,NA,14,NA,112,NA
2020-03-07,"Bolzano",8,0,1,0,0,36,NA,NA,9,NA,36,NA
2020-03-07,"Trento",6,1,7,0,0,194,NA,NA,14,NA,194,NA
2020-03-07,"Piemonte",110,38,54,0,5,1046,NA,NA,207,NA,1046,NA
2020-03-07,"Puglia",9,2,12,1,2,395,NA,NA,26,NA,395,NA
2020-03-07,"Sardegna",2,0,3,0,0,99,NA,NA,5,NA,99,NA
2020-03-07,"Sicilia",8,0,25,2,0,643,NA,NA,35,NA,643,NA
2020-03-07,"Toscana",54,7,51,1,0,1331,NA,NA,113,NA,1331,NA
2020-03-07,"Umbria",2,2,20,0,0,134,NA,NA,24,NA,134,NA
2020-03-07,"Valle d'Aosta",1,0,7,0,0,32,NA,NA,8,NA,32,NA
2020-03-07,"Veneto",123,41,341,25,13,14429,NA,NA,543,NA,14429,NA
2020-03-08,"Abruzzo",14,0,3,0,0,163,NA,NA,17,NA,163,NA
2020-03-08,"Basilicata",2,0,2,0,0,123,NA,NA,4,NA,123,NA
2020-03-08,"Calabria",5,0,4,0,0,113,NA,NA,9,NA,113,NA
2020-03-08,"Campania",30,7,63,1,0,980,NA,NA,101,NA,980,NA
2020-03-08,"Emilia Romagna",542,75,480,27,56,4344,NA,NA,1180,NA,4344,NA
2020-03-08,"Friuli V.G.",7,1,45,3,1,997,NA,NA,57,NA,997,NA
2020-03-08,"Lazio",47,8,26,3,3,1929,NA,NA,87,NA,1929,NA
2020-03-08,"Liguria",39,11,17,5,6,401,NA,NA,78,NA,401,NA
2020-03-08,"Lombardia",2217,399,756,550,267,18534,NA,NA,4189,NA,18534,NA
2020-03-08,"Marche",110,41,114,0,7,1025,NA,NA,272,NA,1025,NA
2020-03-08,"Molise",4,2,8,0,0,116,NA,NA,14,NA,116,NA
2020-03-08,"Bolzano",8,0,1,0,0,36,NA,NA,9,NA,36,NA
2020-03-08,"Trento",7,2,14,0,0,228,NA,NA,23,NA,228,NA
2020-03-08,"Piemonte",245,45,65,0,5,1636,NA,NA,360,NA,1636,NA
2020-03-08,"Puglia",17,3,16,1,3,627,NA,NA,40,NA,627,NA
2020-03-08,"Sardegna",5,0,6,0,0,149,NA,NA,11,NA,149,NA
2020-03-08,"Sicilia",18,0,33,2,0,791,NA,NA,53,NA,791,NA
2020-03-08,"Toscana",91,7,67,1,0,1618,NA,NA,166,NA,1618,NA
2020-03-08,"Umbria",2,2,22,0,0,168,NA,NA,26,NA,168,NA
2020-03-08,"Valle d'Aosta",1,0,8,0,0,41,NA,NA,9,NA,41,NA
2020-03-08,"Veneto",146,47,430,29,18,15918,NA,NA,670,NA,15918,NA
2020-03-09,"Abruzzo",25,0,5,0,0,237,NA,NA,30,NA,237,NA
2020-03-09,"Basilicata",2,0,3,0,0,135,NA,NA,5,NA,135,NA
2020-03-09,"Calabria",8,0,1,2,0,173,NA,NA,11,NA,173,NA
2020-03-09,"Campania",42,8,69,1,0,980,NA,NA,120,NA,980,NA
2020-03-09,"Emilia Romagna",576,90,620,30,70,4906,NA,NA,1386,NA,4906,NA
2020-03-09,"Friuli V.G.",18,1,70,3,1,1344,NA,NA,93,NA,1344,NA
2020-03-09,"Lazio",55,8,31,3,5,1929,NA,NA,102,NA,1929,NA
2020-03-09,"Liguria",60,17,20,5,7,611,NA,NA,109,NA,611,NA
2020-03-09,"Lombardia",2802,440,1248,646,333,20135,NA,NA,5469,NA,20135,NA
2020-03-09,"Marche",136,47,130,0,10,1250,NA,NA,323,NA,1250,NA
2020-03-09,"Molise",4,2,8,0,0,212,NA,NA,14,NA,212,NA
2020-03-09,"Bolzano",8,0,1,0,0,36,NA,NA,9,NA,36,NA
2020-03-09,"Trento",10,2,21,0,0,267,NA,NA,33,NA,267,NA
2020-03-09,"Piemonte",222,50,65,0,13,1681,NA,NA,350,NA,1681,NA
2020-03-09,"Puglia",20,6,20,1,3,685,NA,NA,50,NA,685,NA
2020-03-09,"Sardegna",8,0,11,0,0,185,NA,NA,19,NA,185,NA
2020-03-09,"Sicilia",19,0,33,2,0,836,NA,NA,54,NA,836,NA
2020-03-09,"Toscana",107,9,90,1,1,2018,NA,NA,208,NA,2018,NA
2020-03-09,"Umbria",4,2,22,0,0,183,NA,NA,28,NA,183,NA
2020-03-09,"Valle d'Aosta",4,0,11,0,0,67,NA,NA,15,NA,67,NA
2020-03-09,"Veneto",186,51,457,30,20,15956,NA,NA,744,NA,15956,NA
2020-03-10,"Abruzzo",17,9,11,0,1,310,NA,NA,38,NA,310,NA
2020-03-10,"Basilicata",2,0,5,0,0,148,NA,NA,7,NA,148,NA
2020-03-10,"Calabria",8,2,1,2,0,360,NA,NA,13,NA,360,NA
2020-03-10,"Campania",33,8,85,1,0,1141,NA,NA,127,NA,1141,NA
2020-03-10,"Emilia Romagna",669,98,650,31,85,5494,NA,NA,1533,NA,5494,NA
2020-03-10,"Friuli V.G.",27,6,77,3,3,1602,NA,NA,116,NA,1602,NA
2020-03-10,"Lazio",50,15,34,11,6,3591,NA,NA,116,NA,3591,NA
2020-03-10,"Liguria",57,29,42,5,8,694,NA,NA,141,NA,694,NA
2020-03-10,"Lombardia",3319,466,642,896,468,21479,NA,NA,5791,NA,21479,NA
2020-03-10,"Marche",152,54,175,0,13,1437,NA,NA,394,NA,1437,NA
2020-03-10,"Molise",3,3,9,0,0,225,NA,NA,15,NA,225,NA
2020-03-10,"Bolzano",17,1,20,0,0,36,NA,NA,38,NA,36,NA
